schließen "(schloß, hat geschlossen) 关上，关闭；结束；缔结(条约)"
schließlich "Adj 最终，终于；毕竟，终究"
schlimm "Adj 糟糕的，严重的，很坏的"
Schlitten "m, - 雪橇，爬犁"
Schlitz "m, -e 裂缝，缝隙， 细长的开口"
Schloss "n, ⸚er 锁；宫殿"
Schlucht "f, -en 峡谷，山谷"
schluchzen "Vi 啜泣, 抽泣"
schlucken "Vt/Vi 吞咽，咽下"
schlummern "Vi 打瞌睡; 潜藏"
schlüpfen "Vi 滑行; 溜走"
schlürfen "Vt/Vi 呷, 啜饮，发出响声地喝"
Schluss "m, ⸚e, 结束，终结，结尾；结论"
Schlüssel "m, - 钥匙，答案，诀窍"
Schlussfolgerung "f, -en 结论, 推论"
schmackhaft "Adj 美味的, 可口的"
schmähen "Vt 诽谤, 辱骂"
schmälern "Vt 贬低; 紧缩"
schmecken "Vt, 品尝，辨味"
schmeicheln "Vi 迎合; 恭维"
schmeißen "(schmiß, hat geschmissen) Vt 抛掷; 扔"
schmelzen "(schmilzt, schmolz, hat/ist geschmolzen) Vt /Vi熔化，融化"
schmerzen "Vt/Vi 痛; 疼痛"
Schmetterling "m, -e 蝴蝶"
schmieden "Vt/Vi 锻造，锤打"
schmiegen "Vt/ + sich + an A 紧帖"
schmieren "Vt 涂, 抹"
schminken "Vt/ + sich 抹胭脂; 化状"
schmoren "Vt/Vi 煨, 炖， 焖"
Schmuck "m, nur Sg 首饰"
schmücken "Vt, 装饰，点缀，打扮"
schmuggeln "Vt/Vi 走私, 偷运"
Schmutz "m, nur Sg, 脏污"
schmutzig "Adj 脏的"
schnallen "Vt 扣住, 扣上，系住"
Schnaps "⸚e 绍酒"
schnarchen "Vi 打鼾, 发出鼾声"
schnattern "Vi 饶舌; (牙齿)打战，鹅鸭的叫声"
schnaufen "Vi 喘息, 气喘吁吁"
Schnecke "-n 蜗牛"
Schnee "m, nur Sg 雪"
schneiden "(schnitt, geschnitten) Vt 切，割，剪"
Schneider "m, - 裁缝"
schnell "Adj 快的, 迅速的"
schnäuzen "sich 擤鼻涕"
Schnitt "m, -e 切，割，剪；切口；发式；im ~平均"
schnitzen "Vt/Vi 雕刻"
schnüffeln "Vt/Vi 闻, 嗅; 窥探"
Schnupfen "m, nur Sg, 伤风，感冒，流鼻涕"
Schnur "f, ⸚e 绳，索，导线"
schnüren "Vt 捆扎, 系紧"
Schock "m, -s 休克，震惊"
schockieren "Vt 激怒, 使震惊"
Schokolade "nur Sg 巧克力"
schon "Adv 已经，就，早已，语气词"
schön "Adj 美的，漂亮的， 相当的"
schonen "Vt 爱惜，爱护，珍惜，保养"
Schönheit "f, -en 美丽，美貌"
schonungslos "Adj 毫不留情的"
schöpfen "Vt 舀，汲，打水，获得（知识，力量）"
schöpferisch "Adj 创造性的, 首创的"
Schornstein "m, 烟囱"
schräg "Adj 斜的，不正的"
Schrank "m, ⸚e 橱，柜"
Schraube "f, -n 螺丝，螺钉"
schrauben "Vt 拧，旋，拧紧"
Schraubenzieher "m, - 螺丝刀，螺丝起子"
Schrecken "m, nur Sg, 恐吓，惊恐，受惊"
schrecklich "Adj 可怕的，惊人的"
schreiben "(schrieb, geschrieben)Vt, 写，书写，写字"
Schreibtisch "m, -e 写字台"
schreien "(schrie, geshcrieen ) Vt/Vi 叫喊，吼叫，叫嚷"
schreiten "(schritt, ist geschritten) Vi 快步走, 跨步走; 着手, 进行"
Schrift "f, -en 文字，字母，笔迹，书法"
schriftlich "Adj 书面的，文字的"
Schriftsteller "m, - 作家"
Schriftstück "n 文件, 文本, 证书"
Schritt "m, -e 步，步伐，脚步，步骤"
schrittweise "Adj 逐步的"
schrumpfen "Vi 缩小, 收缩"
Schub "m, ⸚e 推力"
Schublade "f, -n 抽屉"
schüchtern "Adj 胆怯的，拘谨的，腼腆的，怕羞的"
Schuh "m, -e 鞋"
Schularbeit "f, 家庭作业"
schuld "Adj 有过错的，有过失的"
schulden "jm etw 欠债； 对…负有…义务"
schuldig "Adj 有罪的，有责任的，有过失的，欠债的"
Schule "f, -n 学校"
schule "Vt, 培训，教育，传授"
Schüler "m, - 中小学学生"
Schuljahr "n, -e 学年"
Schulter "f, - 肩膀"
schürfen "Vt/ +sich + an D 勘探; 探究；擦伤"
Schuss "m, ⸚sse 开枪，射击"
Schüssel "m, -n 碗，钵，盆儿"
Schutt "m, nur Sg 瓦砾，建筑垃圾"
schütteln "Vt 摇动; 抖落"
schütten "Vt 倾倒; 倒入"
Schutz "m, nur Sg 保护，防护"
schützen "Vt, 保护，防护"
schwach "Adj 体弱的。弱的，功率小的，脆弱的，劣质的，少量的"
Schwäche "f, -n 衰弱，弱点，缺点"
schwächen "Vt 削弱; 使稀薄"
Schwager "m, - 姐夫，妹夫，大伯子，小叔子，大舅子，小舅子"
Schwägerin "f, -nen 嫂子，弟媳，大姑子，小姑子，大姨子，小姨子"
Schwalbe "f, -n 燕子"
Schwamm "m, ⸚e 海绵"
Schwan "m, ⸚e 天鹅"
schwanger "Adj 怀孕的"
Schwangerschaft "f, -en 怀孕，妊娠"
schwanken "Vi 摇摆，摇晃，摆动，起伏"
Schwankung "f, -en 波动"
Schwanz "m, ⸚en 尾巴"
schwänzen "Vt/Vi 逃避; 逃课"
schwärmen "Vi für jn/etw 崇拜，追求，喜爱，痴迷"
schwarz "Adj 黑色的，暗的，非法的"
schwarz/fahren "Vi 无执照驾驶; 无票乘车"
schwarz/sehen "Vi 悲观估计"
schwatzen "Vi + mit D, + über A/ + von D 闲谈"
schweben "Vi 飘动，悬挂空中"
schweifen "Vt 漫游; 漫步"
schweigen "Vi 沉默"
schweigsam "Adj 沉默寡言的"
Schwein "n, -e 猪"
Schweiß "m, nur Sg, 汗水"
schweißen "Vt/Vi 焊接"
Schwelle "f, -n 门槛"
schwenken "Vt 挥舞; 晃动; 漂洗; 旋转"
schwer "Adj 重的，难的，强烈的，严重的"
schwerfallen "Vi jm感到困难"
Schwerpunkt "m, -e 重点"
Schwert "n, -er 剑"
Schwester "f, - 姐姐，妹妹， 护士"
Schwiegereltern "Pl 公公婆婆，岳父岳母"
Schwiegersohn "m, ⸚e 女婿"
Schwiegertochter "f, ⸚ 儿媳"
schwierig "Adj 困难的，难处理的"
Schwierigkeit "f, -en 艰难，困难"
schwimmen "(schwamm, hat/ist geschwommen) 游泳，飘浮"
schwindeln "Vt 眩晕, 欺骗"
schwinden "(schwand, ist geschwunden)Vi 减少, 缩小; 消失"
schwindlig "Adj 头晕的"
schwingen "1. Vt 挥动, 挥舞 2. 颤动，震荡;3.+ sich 一跃而上"
schwitzen "Vi 出汗"
schwören "Vt/Vi 宣誓; 坚信"
schwul "Adj 男同性恋的"
schwül "Adj 闷热的，沉闷的"
Schwung "m, nur Sg, 冲力，激情，活力，发力，生机"
sechs "Adj 六"
sechstel "Adj 六分之一"
sechzig 六十
See "m, -n 湖"
See "f, nur Sg 海"
Seele "f, -n 灵魂，心灵"
seelisch "Adj 内心的，心理上的"
Segel "n, - 帆"
Segelboot "n, -e 帆船"
segeln "Vi驾驶帆船， 滑翔"
segnen "Vt 赐福, 为...祈神， 为…祝福"
sehen "(sah gesehen) Vt 看"
sehnen "+ sich + nach D 渴望, 怀念"
Sehnsucht "f, 渴望，渴求，思念"
sehr "Adv 很，非常，十分"
seicht "Adj 浅的"
Seide "f, -n 丝织品"
Seife "f, -n 肥皂"
Seil "n, -e 绳索，钢丝绳"
sein "(war, ist gewesen) 是，正在； 助动词"
seinetwegen "Adv 为了他的缘故"
seit "Prp/Konj +D 自…以来"
seitdem "Konj, 自…以来"
Seite "f, -n页，面， 一侧"
seitens "Prp 从…一方"
Seitensprung "m, 外遇，偷情"
Sekretariat "n, -e 秘书处，书记处"
Sekretärin "f, -nen 女秘书"
Sekt "m, -e 香槟酒"
Sektion "f, -en 大机构下设的部门，司，局，科"
sekundär "Adj 次要的，从属的， 第二位的"
Sekunde "f, -n 秒"
selbst "Adv 自己，自身； 甚至，连；即使"
selbständig "Adj 自立的，自主的，独立的"
selbstbewusst "Adj 有自我意识的, 自信的"
Selbststudium "n, ..dien 自学，自修"
selbstverständlich "Adj 理所当然的，不言而喻的"
selektieren "Vt, 筛选，分选，挑选"
selektiv "Adj 有选择的，有针对的"
selten "Adj 少有的，罕见的"
seltsam "Adj 奇特的，古怪的，不寻常的"
Semantik "f, nur Sg 语义学"
Semester "n, - 学期"
Seminar "n, -e 讨论课， 教研室"
senden "(sendete/sandte, gesendet/gesandt) Vt 播放，邮寄，派出"
Sendung "f, -en 播放，节目，寄送，邮件"
Senf "m, mst Sg, 芥末"
Senior "m, 老年人，老者"
senken "Vt 下落，垂下，降低，减少，下陷"
senkrecht "Adj 垂直的，呈直角的"
Sensation "f, -en 轰动事件"
sensationell "Adj 轰动性的"
sensibel "Adj 敏感的，小心眼的"
sentimental "Adj 伤感的"
separat "Adj 单独的，分开的"
September "m, - 九月"
Serie "f, -n 一连串，一系列"
servieren "Vt/Vi 招待，端上桌"
Serviette "f, -n 餐巾"
Sesam "m, -s 芝麻"
Sessel "m, - 单人沙发，沙发椅"
setzen "Vt 放置，列入，安排； +sich 坐"
seufzen "Vi 叹息, 呻吟"
Sex "m, nur Sg 性，性关系"
Sexualität "f, nur Sg, 性行为，性欲，性功能"
sexuell "Adj 性的"
sicher "Adj 安全的，保险的，肯定的，有把握的，"
Sicherheit "f, -en 安全， 肯定，把握"
sicherlich "Adv 无疑地, 一定"
sichern "Vt 使安全，保险，保障"
sicherstellen "Vt 使安全; 保障"
Sicht "f, nur Sg 能见度，视线，视野，眼光"
sichtbar "Adj 可见的, 可以看到的, 显然的"
sichten "Vt 望风; 筛; 挑选; 查阅"
sichtlich "Adv 显而易见"
sickern "Vi + in A/ + durch A 滴漏, 滴下"
sie 他/她，他们/它们
Sieb "n, 筛子，漏勺"
sieben 七
siebzig 七十
sieden "Vi 沸腾"
Siedlung "f, -en 居住区"
Sieg "m, -e 胜利"
Siegel "n, - 公章，印章"
siegen "Vi gegen jn ~ 获胜"
siezen "Vt 用您称呼某人"
Signal "n, -e 信号"
signalisieren "Vt/Vi 发信号, 打信号"
Silber "n, nur Sg 银"
Silvester "n/m, - 除夕"
simpel "Adj [贬]简单的，容易的"
simulieren "Vt/Vi 假装, 模拟"
Sinfonie "f, -n 交响曲"
singen "(sang, gesungen) Vt/Vi 唱"
Single "m, 单身汉"
Singular "m, nur Sg 单数"
sinken "(sank, ist gesunken) Vi 落下，垂落，下陷，下降"
Sinn "m, -e mst Pl 感官，意识，意义，目的"
Sitte "f, -n 1. mst Pl 风俗，习俗；2. mst Sg 礼俗,举止"
Situation "f, -en 情况，形势，处境"
Sitz "m, -e 座位，席位，所在地"
sitzen "(saß, gesessen) Vi 坐; 蹲班房"
sitzenbleiben⸚ "Vi 留级; 找不到买主"
Sitzordnung "f, 座次"
Sitzung "f, -en 会议"
Skala "f, ..len 刻度，标尺"
Skandal "m, -e 丑闻"
Skelett "n, -e 骨骼，髓髅，骨架"
skeptisch "Adj 怀疑的，疑虑的"
Ski "m, -/-er 滑雪板"
skizzieren "Vt 绘草图, 草拟"
Sklave "m, -n， -n 奴隶"
Slogan "m, -s 口号，标语，广告用语"
Slum "m, -s mst Pl 贫民窟"
Smog "m, nur Sg 烟雾，烟雾层"
so "Adv 这样，如此； so dass … 以至于"
sobald "Konj, 一…就…"
Socke "f, -n 短袜"
sodann "Adv 然后, 此后"
soeben "Adv 刚刚, 刚才"
Sofa "n, -s 沙发"
sofern "Konj 只要, 假如"
sofort "Adv 立刻，马上"
sogar "Adv 甚至于"
sogenannt "Adj 所谓的"
sogleich "Adv 立即, 马上"
Sohn "m, ⸚e 儿子"
Sojabohne "f, -n 黄豆，大豆"
solange "Konj, 在此期间，只要…一直…"
solar "Adj 太阳的，日光的"
solch "Adj 如此的， 这样的"
Soldat "m, -en, -en 士兵"
solide "Adj 坚固的，结实的，可靠的"
sollen "Modalverb 有必要， 该，要"
Sommer "m, - 夏天，夏季"
sonderbar "Adj 特殊的，奇怪的，奇特的"
sondern "Konj (不是)而是"
Sonnabend "m, 星期六"
Sonne "f, -n 太阳"
sonnen "1. Vi 晒太阳 2. + sich 晒太阳, 自满"
Sonnenschein "m, nur Sg 太阳光"
sonnig "Adj 有阳光的，向阳的"
Sonntag "m, -e 星期天"
sonntags "Adv 在星期日"
sonst "Adv 往常，平时，一向；另外，此外；否则"
Sorge "f, -n 忧愁，忧虑，担心"
sorgen "sich für, um 关心，照料，安排"
Sorte "f, -n 种类，品种"
sortieren "Vt 把...分类; 挑选"
Soße "f, -n 调味汁，汤汁"
soviel "Adj/Adv 跟… 一样多"
soweit "Adj 准备好了，就绪； 如此程度； 大体上"
sowie "Konj, 以及，还有"
sowieso "Adv 反正，本来就"
sowohl "… als auch Konj 不仅…而且"
sozial "Adj 社会的"
Sozialismus "m, nur Sg 社会主义"
Soziologie "f, nur Sg 社会学"
sozusagen "Adv 可以说, 在某种程度上可谓"
spähen "Vi (+ in A) / + nach D 窥望, 侦察"
Spalt "m, -e 缝，裂缝"
spalten "Vt 劈开，分裂"
spanisch "Adj 西班牙语的，西班牙的"
spannen "Vt 拉紧，张紧"
spannend "Adj 紧张的， 扣人心弦的"
Spannung "f, -en 紧张情绪，紧张关系，电压"
sparen "Vt/Vi 节攒，存钱，节省，节约"
sparsam "Adj 节约的，节俭的"
Spaß "m, ⸚ße玩笑，滑稽，乐趣，趣味"
spät "Adj 晚的，迟的，后期的"
spätestens "Adv 最晚, 至迟"
Spatz "m, -en 麻雀"
spazieren "Vi (s) 散步"
Spaziergang "m, +machen 散步"
Speer "m, -e 矛, 枪, 标枪"
speichern "Vt 贮蓄, 储存"
speien "Vt 呕吐; 吐痰"
Speise "-n 菜，菜肴，食物"
Speisekarte "f, -n 菜单"
Spektrum "n, …ra , 1.光谱；2. ein ~ von etw 各种各样，丰富多彩"
spekulieren "Vi + auf A/ + über A 投机; 推测"
Spende "f, -n 捐助，捐赠"
spenden "Vt 捐助; 捐献"
sperren "Vt/Vi 封锁，禁止通行，关闭(帐号)"
spezialisieren "Vt/ + sich ( + auf A) 专门研究; 专攻"
Spezialist "m –en, -en 专家，行家"
Spezialität "f, -en 特产"
speziell "Adj 特别的，专门的"
spezifizieren "Vt 分项记录; 详细说明"
Spiegel "m, - 镜子"
spiegeln "Vi/Vt/ + sich 反射; 反照; 反映"
Spiel "n， -e 玩，玩耍，游戏，比赛，赌博"
spielen "Vt/Vi 玩，游戏，打球，演奏，表演"
Spielplatz "m 运动场; (儿童)游乐场"
Spielraum "m, 余地，活动余地，回旋余地"
Spielzeug "n, -e 玩具"
spießig "Adj 小市民气的，庸俗的"
Spinat "m, nur Sg 菠菜"
Spinne "f, -n 蜘蛛"
spinnen "Vt 纺; 吐丝; 编造; 想入非非"
Spion "m, -e 间谍，特务"
spionieren "Vi + für A/ gegen A 刺探, 打听"
Spitze "f, -n 尖端，顶端，首位"
spitzen "Vt/ + sich + auf A 削尖, 注意; 期盼"
Splitter "m, - 碎渣，碎片"
Sponsor "m, -en 赞助商，赞助单位"
spontan "Adj, 不由自主的，自发的"
Sport "m, nur Sg 体育，体育运动"
Sportler "m, - 运动员"
sportlich "Adj 体育的，运动型的，运动员体形的"
Spott "m, nur Sg 嘲讽，取笑"
spötteln "Vi + über A 嘲笑, 讥讽"
spotten "Vi + über A 嘲笑, 取笑"
Sprache "f, -n 语言"
sprachlich "Adj 语言的"
Sprechblase "f, -n (把画中人物说的话圈起来的)话语圈"
sprechen "(sprach, gesprochen) Vi/Vt 说， 说话"
Sprechstunde "f, -n 门诊时间，接待时间，答疑时间"
spreizen "Vt (手臂，腿的)张开，展开"
sprengen "Vt/Vi 1.炸毁，爆破，炸坏；2.给…喷洒"
Sprichwort "n, ⸚er 成语，俗语，谚语"
springen "(sprang, ist/hat gesprungen) Vi 跳， 弹，崩裂"
Spritze "f, -n 打针，注射， 注射器"
spritzen "Vt /Vi + mit D 喷洒; 注射; 飞溅"
sprudeln "Vi 涌出, 起泡沫"
sprühen "Vt/Vi + von D/ + vor D 喷出, 喷射"
Spruch "m, ⸚e 格言，警句，宣判"
Sprudel "m, - 碳酸矿泉水，碳酸汽水"
sprühen "Vt 向… 喷洒， Vi喷溅出"
Sprung "m, ⸚e 1.跳，跳跃 2.裂缝"
spucken "Vt/Vi 吐出，吐痰; 吹牛"
spülen "Vt-Vi 冲刷， 冲洗，冲走"
Spur "f, -en 踪迹，脚印，车迹"
spüren "Vt 感觉，感到"
spurten "Vi (s) 冲刺，加速，狂奔"
Staat "m, -en 国家"
staatlich "Adj 国家的，政府的，国有的"
Staatsanwalt "m, 检察官"
Staatsexamen "n, (法律、师范等)大学毕业国家考试"
Stab ", ⸚e 细棍，杆，棒"
stabil "Adj 牢固的，稳定的"
stabilisieren "Vt/+ sich 稳定"
Stachel "m, -n 刺， 尖刺"
Stadion "n, ..dien 体育场"
Stadium "n, ..dien 阶段，时期"
Stadt "f, ⸚e 城市"
Stadtplan "m, ⸚e 城市交通图"
Stadtrat "m, 市议会"
staffeln "Vt/+ sich 把...分成阶段, 分级排列"
stagnieren "Vi 停滞, 静止"
Stahl "m, nur Sg 钢，钢铁"
Stall "m, ⸚e 牲口圈，牲口棚"
Stamm "m, ⸚e 树干， 种族，核心人员"
stammen "Vi + aus/von 出自，源自， 出身于，创建于"
Stammkunde "m, -n, -n 老主顾，老顾客"
stampfen "Vt/Vi 顿足, 捣击, 打夯"
Stand "m, ⸚e 水平，情形， 状态，站立， 地位"
Standard "m, -s 水准，标准"
standardisieren "Vt 使规范, 标准化"
Ständer "m, - 支架，架子"
Standesamt "n, 户籍登记处，结婚登记处"
ständig "Adj 持续不断的，接二连三的"
Standpunkt "m, -e 立场，观点，看法"
Stange "f, -n 杆，竿"
Stapel "m, - 一摞，一叠"
Star "m, - 明星"
stark "Adj 强壮的，有力的，坚强的，浓烈的"
stärken "Vt/+sich 使强壮，加强"
starren "Vi + in A/ + auf A/ + von D 凝视， 呆看"
Start "m, -s 起跑，起飞，启动"
starten "Vi 开始，起跑，起飞，启动"
Station "f, -en 车站，医院的科室"
stationieren "Vt 驻扎(部队); 设置"
Statistik "f, -en 1. o. Pl 统计学, 统计法 2. 统计, 统计表"
statt "Prp/Konj 代替，不…而"
Stätte "f, -n 地点，地方，场所"
stattfinden "(fand statt, stattgefunden) Vi 举行"
Status "m, nur Sg (社会，法律的)地位，状况，身份"
Stau "m, -s 堵车"
Staub "m, nur Sg 灰尘，尘土"
Staubsauger "m, - 吸尘器"
Staudamm "m, ⸚e 拦河坝，水坝"
staunen "Vi 惊讶，惊叹，吃惊"
Steak "n, 煎牛排"
stechen "(sticht, stach, hat gestochen) Vi/Vt 刺，扎， 戳"
Steckdose "f 插口, 插座"
stecken "Vt 插入，塞入，放入"
stehen "(stand, gestanden) Vi 站立，竖放在，耸立着"
stehlen "(stiehlt, stahl, gestohlen) 偷"
steif "Adj 硬的，僵硬的，死板的"
steigen "(stieg, ist gestiegen) Vi 攀登，登上，上升"
steigern "Vt 提升，提高，增强"
steil "Adj 陡峭的"
Stein "m, -e 石头，砖石"
Steinkohle "f, 石煤，烟煤"
Stelle "f, -n 地点，地方，工作岗位，名次，位置"
stellen "Vt 放置，竖放，调节，提供"
Stellung "f, -en 姿势，姿态，状态，职位，表态"
stellvertretend "Adj 副职的，代表的，代理的"
Stempel "m, - 图章，印鉴"
stempeln "Vt ( + zu D ) 盖章; 标明"
stenographieren "Vt/Vi 速记"
sterben "(stirbt, starb, ist gestorben) Vi, 死亡"
sterilisieren "Vt 灭菌; 绝育"
Stern "m, -e 星，星体"
Sternwarte "f ， -n天文台"
stetig "Adj 持续的, 经常的"
Steuer "n, - 方向盘，方向舵"
Steuer "f, -n 税"
steuerfrei "Adj 免税的"
steuerlich "Adj 征税的, 税务的"
steuern "Vt 驾驶; 掌管"
Stewardess "f, ..ssen 空中小姐"
Stichprobe "f, -n 抽样调查"
Stichwort "⸚er 词目，词条"
sticken "Vt/Vi 刺绣"
Stickstoff "(符号N) m 氮"
Stiefel "m, - 靴子"
Stiefkind "n, -er 配偶前婚的孩子，后娘养的孩子"
Stift "m, -e 销钉，笔，铅笔"
stiften "Vt 捐助, 创办, 促成"
Stiftung "f, -en 基金会，基金"
Stil "m, -e 风格，格调，文体，文笔"
stilisieren "Vt 使...风格化"
still "Adj 无声的，安静的，平静的"
Stille "f, nur Sg 宁静，平静"
still/legen "Vt 停止; 中断"
stillen "Vt 缓和; 使满足; 哺乳"
stillstehen "Vi 停工; 中止; 不景气"
Stimme "f, -n 嗓音，声音，声部，呼声，选票"
stimmen "Vi 真实，正确； Vt校音，调音"
Stimmung "f, 心情，气氛，情绪"
stinken "(stank, gestunken)Vi (+ nach D) 发臭"
Stipendium "n, ..dien 奖学金，助学金"
Stirn "f, -en 额头，前额"
stöbern "Vt/Vi 搜索，翻寻"
stochern "Vt/Vi 戳, 拨，捅"
Stock "m, 楼层"
stocken "Vi 停滞; 发育; 凝固"
Stoff "m, -e 物质；布料；素材，题材"
stöhnen "Vi (+ vor D) 呻吟; 抱怨"
stolpern "Vi (+ über A) 绊，绊倒; 受挫"
stolz "Adj 自豪的，骄傲的， 自尊的"
stopfen "Vt (+ mit D) 填塞; 填满"
stoppen "Vt/Vi 拦住; 停住"
stören "Vt 打搅，干扰，令人反感"
Stoß "⸚e 撞，推，踢，击"
stoßen "(stößt, stieß, hat/ist gestoßen) Vt 推，踢撞，遇到"
stottern "Vi (+ vor D) 口吃"
strafbar "Adj 该罚的; 违法的"
strafen "Vt 处罚, , 制裁"
straff "Adj 拉紧的; 严格的,; 简明的"
straffen "Vt/ + sich 拉紧, 紧绷; 挺直"
Strahl "m, -en 光束，光线，喷射物"
strahlen 射出光线，喜笑颜开
strampeln "Vi (+ vor D) 两脚来回蹬; 蹬自行车"
Strand "m, ⸚e 海滩，沙滩"
strapazieren "+ sich + gegen A 损耗; 过于劳累"
Straße "f， -n 马路，街，大路"
Straßenbahn "f, -en 有轨电车"
Strategie "f, -n 战略， 策略"
strategisch "Adj 战略的， 策略的"
sträuben "1. Vt 竖立 2. + sich 竖立; 抗拒"
Strauß "m, ⸚e 一束花，花束"
streben "Vi nach 争取，力求，追求"
Strecke "f, -n 路段"
strecken "Vt 伸，伸直，舒展"
streicheln "Vt 抚摩"
streichen "(strich, hat/ist gestrichen) Vt/Vi 涂刷，抹，拂，删除"
Streichholz "n, ⸚er 火柴"
streifen "Vt 擦碰， 触及;卷起；游逛"
Streik "m, -s 罢工"
streiken "Vi 罢工"
Streit "m, nur Sg 争执，争吵"
streiten "(stritt, gestritten) mit jm, um/über etw 争吵"
Streitkräfte "Pl 武装力量，军队"
streng "Adj 严的，严厉的，严格的"
strenggenommen "Adv 严格说来"
Stress "m, nur Sg 身心负担，精神压力"
Strich "m, -e 线条，标线，笔法"
stricken "Vt/Vi + an D 编结"
strikt "Adj 严格的, 精确的"
Stroh "n, nur Sg, 秸秆，稻草"
Strom "m ⸚e 江，河，水流，电流，人流"
strömen "Vi(s) 涌流"
Struktur "f, -en 结构，构造，组织"
Strumpf "m, ⸚e 长筒袜"
Stube "f, -n 小室"
Stück n,数量词，块，件，只，段
Student "m, -en 大学生"
Studie "f, -n 研究，调查"
studieren "Vt/Vi 大学学习，钻研"
Studio "n, -s 演播室，录制室"
Studium "n, ..dien 大学学习，钻研，研究"
Stufe "f, -n 梯级，台阶，阶段"
Stuhl "m, ⸚e 椅子"
stumm "Adj 哑的，, 缄默的，无声的"
stumpf "Adj 不尖的，圆头的，钝的，不锋利的，迟钝的"
Stunde "f, -n 小时，钟头，课时"
stundenlang "Adv 数小时之久的"
Stundenplan "m, ⸚e 课程表，日程表"
stündlich "Adj 每小时的"
Sturm "m, ⸚e 风暴，狂风，浪潮，冲击"
stürmen "Vt/Vi 袭击, 强攻; 刮大风; 冲锋"
stürmisch "Adj 暴风雨的; 迅猛的"
Sturz "m, ⸚e 跌倒，摔倒，倒台，猛跌"
stürzen "Vt 弄倒，碰翻，把…翻过来"
Stütze "f, -n 支撑物，支柱，支架"
stützen "Vt 支撑， 证实， 以…为依据"
Subjekt "n, -e 主语"
subjektiv "Adj 立体的; 主观的"
Substantiv "n, -e 名词"
Substanz "f, -en 物质，实质"
subventionieren "Vt 资助, 津贴"
Suche "发，-n 寻找，搜寻"
suchen "Vt 寻找，寻求，搜寻，探索"
Sucht "f, ⸚e 瘾，嗜好"
süchtig "Adj 成瘾的"
Süden "m nur Sg 南方"
südlich "Adj 南方的"
Süddeutschland 南德
Summe "f, -n 总和，总数，款项"
summen "Vt/Vi 哼唱; 发嗡嗡声"
summieren "Vt 合计; 总结; 积累"
Sumpf "m, ⸚e 沼泽地"
super "Adj 棒极了，好极了，超级的"
Supermarkt "m, ⸚e 超级市场"
Suppe "f, -n 汤"
surfen "Vi 冲浪 im Internet ~ 网上浏览"
süß "Adj 甜的，(嗓音)甜美的，(表情)可爱的"
Süßigkeit "f, Pl 甜食，糖果"
Symbol "n, -e 象征，符号"
symbolisch "Adj 象征的; 符号的"
Sympathie "f, -n 好感，同情"
sympathisch "Adj 使人产生好感的，吸引人的，令人同情的"
sympathisieren "Vi + mit D 同情, 赞同"
synchronisieren "Vt 同步; 配音"
synonym "Adj 同义的"
Syntax "f, nur Sg, 句法"
Synthese "f, -n 合成，组合，结合"
synthetisch "Adj 综合的; 合成的"
System "n, -e 系统，体制， 制度"
systematisch "Adj 系统的，系统化的"
systematisieren "Vt 使系统化, 按...分类"
Szene "f, -n 场景， 一幕"
Tabak "m, -e 烟叶, 烟草"
tabellarisch "Adj 表格式的, 制成表格的"
Tabelle "f, -n 表格, 图表"
Tablette "f, -n 药片"
tabu "Adj 神圣的, 禁忌的, 忌讳的"
Tabu "n, -s 禁忌, 戒律"
Tadel "m, - 谴责, 责难"
tadeln "Vt 责备, 谴责"
Tafel "f, -n 黑板, 布告牌; 薄板, 片(摆好餐具的); 长餐桌, 酒宴; 表格"
Tag "m, -e 天, 日子; 白天； Tag für Tag 每天, 日复一日； von Tag zu Tag 一天天, 逐渐"
Tagebuch "n, ⸚er 日记"
tagen "Vi 黎明, 开会"
Tagesablauf "m, ⸚e 日程, 一天的活动"
Tagesordnung "f, 议事日程"
Tagesschau "f 每日(电视)新闻"
Tageszeitung "f, -en 日报"
täglich "Adj 每天的"
tagsüber "Adv 在白天, 日间"
Tagung "f, -en (较大规模的)会议, 代表大会"
Taifun "m, -e 台风"
Takt "m, -e 拍子, 节拍; 举止(言语)得体"
Taktik "f, -en 战术, 手法"
Tal "n, ⸚er 山谷"
Talent "n, -e 才能; 有才能的人, 人材"
talentiert "Adj 有天赋的, 有才能的"
Tank "m, -s 坦克; 油箱"
tanken "Vt/Vi 加油, 补给(燃料)"
Tankstelle "f, -n 加油站"
Tannenbaum "m, ⸚e 冷杉; 圣诞树"
Tante "f, -n姑妈, 姨妈, 婶母, 舅母"
Tanz "m, ⸚e 舞蹈, 舞会"
tanzen "Vi/Vt 跳舞"
tapezieren "Vt 给......裱糊"
tapfer "Adj 勇敢的"
Tapferkeit "f tapfer 勇敢的, 坚强的"
tappen "Vi 摸索, 摸索着走"
Tarif "m, -e 工资标准, (公用事业)收费(表)"
tarnen "Vt + mit D / + sich als 伪装, 掩蔽"
Tasche "f, -n 口袋, 衣袋; 手提包"
Taschenbuch "m, ⸚er 袖珍本, 手册"
Taschentuch "n, ⸚er 手帕"
Taschenuhr "f, -en 怀表"
Tasse "f, -n (有把的)杯"
tasten "Vt / Vi ( + nach D) 摸, 摸索"
Tat "f, -en 行为, 行动； in der Tat 事实上"
Tatbestand "m, ⸚e 事实; 案情"
Täter "m, - 作案者, 罪犯"
tätig "Adj 活动着的; 从事......工作的"
Tätigkeit "f, -en 活动, 工作"
